id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,urgency,scenario_family,event_id,source_type,annotation_reason,language,split
rpv3-01159,Please help: Hurricane report: The preparedness drill finished normally and this is not an active emergency. near the school. Send the appropriate team.,LOW,hurricane,0,0,0,0,0,1,drill,v3_hurricane_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-00822,Field update: Hurricane report: A person is unconscious with severe injuries and requires emergency medical help now. near the market. No other details are available.,CRITICAL,hurricane,1,0,0,1,1,4,medical,v3_hurricane_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02414,Resident says: Transportation report: People are trapped and cannot escape; immediate rescue is required. in the north district. This is the latest update.,CRITICAL,transportation,1,1,0,0,5,1,trapped,v3_transportation_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,test
rpv3-02074,Resident says: Industrial report: A fast-moving fire has people trapped inside and crews are needed without delay. in the north district. No other details are available.,CRITICAL,industrial,0,1,1,0,6,2,fire,v3_industrial_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-01655,"Dispatch note: At this location, tornado report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road. This is the latest update.",CRITICAL,tornado,1,1,0,0,8,1,collapse,v3_tornado_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-03479,Field update: Societal report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market. Send the appropriate team.,MEDIUM,societal,1,0,0,1,1,3,stable,v3_societal_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,test
rpv3-02368,Please help: Industrial report: A small incident is contained; everyone is accounted for and safe. near the market.,LOW,industrial,0,0,1,0,2,4,contained,v3_industrial_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-03551,Societal report: The preparedness drill finished normally and this is not an active emergency. along the main road. This is the latest update.,LOW,societal,0,0,0,0,0,5,drill,v3_societal_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-00624,"Earthquake report: Several people need water and supplies, but everyone is safe for now. in the north district.",MEDIUM,earthquake,0,0,0,0,15,5,supplies,v3_earthquake_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-02056,Please help: Industrial report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road. Send the appropriate team.,CRITICAL,industrial,1,1,0,0,8,2,collapse,v3_industrial_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-01639,Please help: Tornado report: A person is unconscious with severe injuries and needs emergency medical help now. at the apartment block. No other details are available.,CRITICAL,tornado,1,0,0,1,1,4,medical,v3_tornado_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-01979,Please help: Tornado report: A small incident is contained; everyone is accounted for and safe. along the main road. Send the appropriate team.,LOW,tornado,0,0,1,0,2,5,contained,v3_tornado_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,test
rpv3-01482,Please help: Wildfire report: A local outage is affecting residents who need routine community support. at the apartment block.,MEDIUM,wildfire,0,0,0,0,20,1,power,v3_wildfire_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-01368,Wildfire report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Please advise.,HIGH,wildfire,0,0,0,0,30,1,route,v3_wildfire_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-00148,"Resident says: Flood report: Several households need urgent shelter after the incident, with no one trapped. along the main road. No other details are available.",HIGH,flood,0,0,0,0,24,1,shelter,v3_flood_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,validation
rpv3-02491,Field update: Transportation report: A child is missing in the incident area and an urgent search and rescue is needed. along the main road. No other details are available.,CRITICAL,transportation,0,0,0,0,1,4,missing,v3_transportation_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,train
rpv3-00443,"At this location, earthquake report: A structure has collapsed around residents; responders must start a rescue immediately. by the river. Send the appropriate team.",CRITICAL,earthquake,1,1,0,0,8,2,collapse,v3_earthquake_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,test
rpv3-02129,"Resident says: At this location, industrial report: A serious but stable injury needs prompt treatment; the person is conscious. near the market. Send the appropriate team.",HIGH,industrial,1,0,0,1,1,3,injury,v3_industrial_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03203,"At this location, societal report: People are trapped and cannot escape; immediate rescue is required. by the river. Send the appropriate team.",CRITICAL,societal,1,1,0,0,5,1,trapped,v3_societal_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-01395,"Dispatch note: At this location, wildfire report: An active hazard threatens the neighborhood and an evacuation team should respond soon. by the river. Send the appropriate team.",HIGH,wildfire,0,0,1,0,12,4,hazard,v3_wildfire_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-00817,Field update: Hurricane report: People are trapped and cannot escape; immediate rescue is required. by the river. Please advise.,CRITICAL,hurricane,1,1,0,0,5,2,trapped,v3_hurricane_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-02621,"Field update: Transportation report: Several people need water and supplies, but everyone is safe for now. in the north district. This is the latest update.",MEDIUM,transportation,0,0,0,0,15,3,supplies,v3_transportation_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-03412,"Dispatch note: At this location, societal report: Moderate damage affects the area; residents need a welfare check and basic assistance. by the river. No other details are available.",MEDIUM,societal,0,0,0,0,8,1,damage,v3_societal_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-01424,"Dispatch note: Wildfire report: Several people need water and supplies, but everyone is safe for now. near the school.",MEDIUM,wildfire,0,0,0,0,15,2,supplies,v3_wildfire_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01596,Wildfire report: The forecast is being monitored from a safe place; no response is requested. at the apartment block.,LOW,wildfire,0,0,0,0,0,1,forecast,v3_wildfire_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,validation
rpv3-03627,Resident says: Other report: A person is unconscious with severe injuries and needs emergency medical help now. in the north district. Please advise.,CRITICAL,other,1,0,0,1,1,4,medical,v3_other_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-01709,"Field update: At this location, tornado report: Damage has made several homes unsafe and families need urgent evacuation support. at the apartment block. Send the appropriate team.",HIGH,tornado,0,0,0,0,18,1,evacuation,v3_tornado_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-02757,Field update: Transportation report: The preparedness drill finished normally and this is not an active emergency. along the main road.,LOW,transportation,0,0,0,0,0,1,drill,v3_transportation_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-02851,Biological report: A structure has collapsed around residents; responders must start a rescue immediately. near the school. This is the latest update.,CRITICAL,biological,1,1,0,0,8,1,collapse,v3_biological_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-00900,Dispatch note: Hurricane report: A child is missing in the disaster area and an urgent search and rescue is needed. near the market. Send the appropriate team.,CRITICAL,hurricane,0,0,0,0,1,3,missing,v3_hurricane_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,train
rpv3-01385,Dispatch note: Wildfire report: An active hazard threatens the neighborhood and an evacuation team should respond soon. by the river. No other details are available.,HIGH,wildfire,0,0,1,0,12,2,hazard,v3_wildfire_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-02940,Resident says: Biological report: A serious but stable injury requires prompt treatment; the person is conscious. near the school. Please advise.,HIGH,biological,1,0,0,1,1,3,injury,v3_biological_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,test
rpv3-03762,Field update: Other report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Please advise.,HIGH,other,0,0,0,0,30,3,route,v3_other_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01612,"Dispatch note: At this location, tornado report: People are trapped and cannot escape; immediate rescue is required. along the main road. Please advise.",CRITICAL,tornado,1,1,0,0,5,2,trapped,v3_tornado_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,test
rpv3-00760,Please help: Earthquake report: The preparedness drill finished normally and this is not an active emergency. in the north district. This is the latest update.,LOW,earthquake,0,0,0,0,0,1,drill,v3_earthquake_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,validation
rpv3-02608,Resident says: Transportation report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the school. Please advise.,MEDIUM,transportation,0,0,0,0,8,5,damage,v3_transportation_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,test
rpv3-01494,Please help: Wildfire report: A local outage is affecting residents who need routine community support. by the river. This is the latest update.,MEDIUM,wildfire,0,0,0,0,20,4,power,v3_wildfire_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-03312,"Caller reports: At this location, societal report: Damage has made several homes unsafe and families need urgent evacuation support. near the market. No other details are available.",HIGH,societal,0,0,0,0,18,5,evacuation,v3_societal_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-00003,"At this location, flood report: People are trapped and cannot escape; immediate rescue is required. by the river. This is the latest update.",CRITICAL,flood,1,1,0,0,5,2,trapped,v3_flood_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-01354,"Resident says: Wildfire report: Several households need urgent shelter after the incident, with no one trapped. at the apartment block. Please advise.",HIGH,wildfire,0,0,0,0,24,4,shelter,v3_wildfire_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-02353,Please help: Industrial report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. This is the latest update.,LOW,industrial,0,0,0,0,0,3,drill,v3_industrial_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-00846,"At this location, hurricane report: A structure has collapsed around residents; responders must start a rescue immediately. at the apartment block. Please advise.",CRITICAL,hurricane,1,1,0,0,8,4,collapse,v3_hurricane_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-02590,Caller reports: Transportation report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school.,HIGH,transportation,0,0,1,0,12,2,hazard,v3_transportation_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-01058,"At this location, hurricane report: Debris is blocking a local road and a maintenance response is needed. near the market. No other details are available.",MEDIUM,hurricane,0,0,0,0,4,5,road,v3_hurricane_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-01689,"Please help: At this location, tornado report: A child is missing in the disaster area and an urgent search and rescue is needed. at the apartment block.",CRITICAL,tornado,0,0,0,0,1,3,missing,v3_tornado_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,train
rpv3-02790,Transportation report: The forecast is being monitored from a safe place; no response is requested. in the north district. No other details are available.,LOW,transportation,0,0,0,0,0,2,forecast,v3_transportation_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-00388,Caller reports: Flood report: The forecast is being monitored from a safe place; no response is requested. along the main road. This is the latest update.,LOW,flood,0,0,0,0,0,3,forecast,v3_flood_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-02863,"Please help: At this location, biological report: A fast-moving fire has people trapped inside and crews are needed without delay. near the school. This is the latest update.",CRITICAL,biological,0,1,1,0,6,3,fire,v3_biological_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-03961,Other report: A small incident is contained; everyone is accounted for and safe. at the apartment block.,LOW,other,0,0,1,0,2,3,contained,v3_other_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-02450,Field update: Transportation report: A structure has collapsed around residents; responders must start a rescue immediately. at the apartment block. Send the appropriate team.,CRITICAL,transportation,1,1,0,0,8,1,collapse,v3_transportation_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-03416,Caller reports: Societal report: Moderate damage affects the area; residents need a welfare check and basic assistance. at the apartment block. This is the latest update.,MEDIUM,societal,0,0,0,0,8,1,damage,v3_societal_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-01653,Dispatch note: Tornado report: A structure has collapsed around residents; responders must start a rescue immediately. by the river. No other details are available.,CRITICAL,tornado,1,1,0,0,8,3,collapse,v3_tornado_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-02553,"Dispatch note: Transportation report: Several households need urgent shelter after the incident, with no one trapped. in the north district. This is the latest update.",HIGH,transportation,0,0,0,0,24,5,shelter,v3_transportation_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-00313,Resident says: Flood report: The area is safe and no one needs assistance at this location. along the main road.,LOW,flood,0,0,0,0,0,5,safe,v3_flood_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,test
rpv3-03780,Resident says: Other report: A blocked route is affecting many residents and responders should provide urgent assistance. near the school. No other details are available.,HIGH,other,0,0,0,0,30,3,route,v3_other_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-00195,"Field update: At this location, flood report: An active hazard threatens the neighborhood and an evacuation team should respond soon. at the apartment block. This is the latest update.",HIGH,flood,0,0,1,0,12,5,hazard,v3_flood_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-00143,"Resident says: At this location, flood report: Several households need urgent shelter after the incident, with no one trapped. near the market. This is the latest update.",HIGH,flood,0,0,0,0,24,4,shelter,v3_flood_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,validation
rpv3-03774,Dispatch note: Other report: A blocked route is affecting many residents and responders should provide urgent assistance. in the north district. No other details are available.,HIGH,other,0,0,0,0,30,1,route,v3_other_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-00274,Resident says: Flood report: One person has a stable minor injury and can wait for non-urgent medical assistance. in the north district. Send the appropriate team.,MEDIUM,flood,1,0,0,1,1,2,stable,v3_flood_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-00823,"Dispatch note: At this location, hurricane report: A person is unconscious with severe injuries and needs emergency medical help now. near the school. No other details are available.",CRITICAL,hurricane,1,0,0,1,1,3,medical,v3_hurricane_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02573,Caller reports: Transportation report: A blocked route is affecting many residents and responders should provide urgent assistance. at the apartment block. Send the appropriate team.,HIGH,transportation,0,0,0,0,30,1,route,v3_transportation_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,validation
rpv3-02587,Transportation report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school.,HIGH,transportation,0,0,1,0,12,5,hazard,v3_transportation_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-01897,Caller reports: Tornado report: A local outage is affecting residents who need routine community support. along the main road. Please advise.,MEDIUM,tornado,0,0,0,0,20,4,power,v3_tornado_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,validation
rpv3-01215,"Resident says: At this location, wildfire report: People are trapped and cannot escape; immediate rescue is required. near the market.",CRITICAL,wildfire,1,1,0,0,5,4,trapped,v3_wildfire_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,validation
rpv3-01263,"Resident says: At this location, wildfire report: A fast-moving fire has people trapped inside and crews are needed without delay. along the main road. No other details are available.",CRITICAL,wildfire,0,1,1,0,6,4,fire,v3_wildfire_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-03709,"Field update: At this location, other report: Damage has made several homes unsafe and families need urgent evacuation support. near the school. Send the appropriate team.",HIGH,other,0,0,0,0,18,5,evacuation,v3_other_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-01044,Dispatch note: Hurricane report: Debris is blocking a local road and a maintenance response is needed. at the apartment block. Send the appropriate team.,MEDIUM,hurricane,0,0,0,0,4,3,road,v3_hurricane_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-01645,Please help: Tornado report: A structure has collapsed around residents; responders must start a rescue immediately. at the apartment block. Please advise.,CRITICAL,tornado,1,1,0,0,8,1,collapse,v3_tornado_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-02263,"Resident says: At this location, industrial report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market. No other details are available.",MEDIUM,industrial,1,0,0,1,1,4,stable,v3_industrial_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-00266,"Field update: At this location, flood report: One person has a stable minor injury and can wait for non-urgent medical assistance. in the north district. No other details are available.",MEDIUM,flood,1,0,0,1,1,4,stable,v3_flood_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-00594,Field update: Earthquake report: An active hazard threatens the neighborhood and an evacuation team should respond soon. in the north district. This is the latest update.,HIGH,earthquake,0,0,1,0,12,3,hazard,v3_earthquake_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-00829,"Resident says: At this location, hurricane report: A person is unconscious with severe injuries and needs emergency medical help now. near the school. This is the latest update.",CRITICAL,hurricane,1,0,0,1,1,5,medical,v3_hurricane_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02442,Transportation report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road.,CRITICAL,transportation,1,1,0,0,8,1,collapse,v3_transportation_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-01002,Hurricane report: Moderate damage affects the area; residents need a welfare check and basic assistance. by the river. Send the appropriate team.,MEDIUM,hurricane,0,0,0,0,8,3,damage,v3_hurricane_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-01257,Caller reports: Wildfire report: A structure has collapsed around residents; responders must start a rescue immediately. in the north district.,CRITICAL,wildfire,1,1,0,0,8,5,collapse,v3_wildfire_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,test
rpv3-01800,Dispatch note: Tornado report: An active hazard threatens the neighborhood and an evacuation team should respond soon. along the main road.,HIGH,tornado,0,0,1,0,12,1,hazard,v3_tornado_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-01562,Caller reports: Wildfire report: A small incident is contained; everyone is accounted for and safe. in the north district.,LOW,wildfire,0,0,1,0,2,3,contained,v3_wildfire_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-02897,Field update: Biological report: A child is missing in the incident area and an urgent search and rescue is needed. in the north district.,CRITICAL,biological,0,0,0,0,1,5,missing,v3_biological_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,test
rpv3-03376,Caller reports: Societal report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Please advise.,HIGH,societal,0,0,0,0,30,5,route,v3_societal_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-02854,Caller reports: Biological report: A structure has collapsed around residents; responders must start a rescue immediately. at the apartment block. No other details are available.,CRITICAL,biological,1,1,0,0,8,2,collapse,v3_biological_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-00910,Field update: Hurricane report: Damage has made several homes unsafe and families need urgent evacuation support. in the north district. Please advise.,HIGH,hurricane,0,0,0,0,18,4,evacuation,v3_hurricane_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-03706,"Field update: At this location, other report: Damage has made several homes unsafe and families need urgent evacuation support. at the apartment block. No other details are available.",HIGH,other,0,0,0,0,18,4,evacuation,v3_other_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-02795,"Please help: At this location, transportation report: The forecast is being monitored from a safe place; no response is requested. along the main road. This is the latest update.",LOW,transportation,0,0,0,0,0,1,forecast,v3_transportation_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-03940,Caller reports: Other report: This is a news update about the disaster; there is no emergency here. near the market. This is the latest update.,LOW,other,0,0,0,0,0,5,news,v3_other_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-03858,"Field update: At this location, other report: Debris is blocking a local road and a maintenance response is needed. at the apartment block. Send the appropriate team.",MEDIUM,other,0,0,0,0,4,2,road,v3_other_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-01419,Dispatch note: Wildfire report: Moderate damage affects the area; residents need a welfare check and basic assistance. in the north district. Please advise.,MEDIUM,wildfire,0,0,0,0,8,2,damage,v3_wildfire_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-00255,"Dispatch note: At this location, flood report: Debris is blocking a local road and a maintenance response is needed. in the north district. Send the appropriate team.",MEDIUM,flood,0,0,0,0,4,4,road,v3_flood_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,validation
rpv3-02279,Industrial report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market.,MEDIUM,industrial,1,0,0,1,1,5,stable,v3_industrial_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-03042,Biological report: Debris is blocking a local road and a maintenance response is needed. at the apartment block. Please advise.,MEDIUM,biological,0,0,0,0,4,5,road,v3_biological_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,validation
rpv3-03819,Other report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the market. No other details are available.,MEDIUM,other,0,0,0,0,8,4,damage,v3_other_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-00679,Resident says: Earthquake report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market.,MEDIUM,earthquake,1,0,0,1,1,4,stable,v3_earthquake_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-00341,Caller reports: Flood report: The preparedness drill finished normally and this is not an active emergency. along the main road. Please advise.,LOW,flood,0,0,0,0,0,4,drill,v3_flood_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,test
rpv3-01020,Hurricane report: Moderate damage affects the area; residents need a welfare check and basic assistance. along the main road.,MEDIUM,hurricane,0,0,0,0,8,5,damage,v3_hurricane_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-02997,Field update: Biological report: An active hazard threatens the neighborhood and an evacuation team should respond soon. along the main road. Send the appropriate team.,HIGH,biological,0,0,1,0,12,4,hazard,v3_biological_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,test
rpv3-00162,Dispatch note: Flood report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Please advise.,HIGH,flood,0,0,0,0,30,2,route,v3_flood_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-02484,Transportation report: A child is missing in the disaster area and an urgent search and rescue is needed. near the market. Please advise.,CRITICAL,transportation,0,0,0,0,1,5,missing,v3_transportation_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,train
rpv3-00619,Field update: Earthquake report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the market. This is the latest update.,MEDIUM,earthquake,0,0,0,0,8,4,damage,v3_earthquake_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-03269,"Resident says: At this location, societal report: A fast-moving fire has people trapped inside and crews are needed without delay. near the school. No other details are available.",CRITICAL,societal,0,1,1,0,6,2,fire,v3_societal_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-03998,"Field update: At this location, other report: The forecast is being monitored from a safe place; no response is requested. at the apartment block. This is the latest update.",LOW,other,0,0,0,0,0,5,forecast,v3_other_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-01202,Wildfire report: People are trapped and cannot escape; immediate rescue is required. along the main road. Send the appropriate team.,CRITICAL,wildfire,1,1,0,0,5,5,trapped,v3_wildfire_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,validation
rpv3-02306,"Please help: At this location, industrial report: The area is safe and no one needs assistance at this location. by the river.",LOW,industrial,0,0,0,0,0,5,safe,v3_industrial_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-01665,Tornado report: A fast-moving fire has people trapped inside and crews are needed without delay. by the river. Please advise.,CRITICAL,tornado,0,1,1,0,6,3,fire,v3_tornado_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-02537,Resident says: Transportation report: A serious but stable injury needs prompt treatment; the person is conscious. in the north district. No other details are available.,HIGH,transportation,1,0,0,1,1,1,injury,v3_transportation_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03833,"Resident says: Other report: Several people need water and supplies, but everyone is safe for now. in the north district.",MEDIUM,other,0,0,0,0,15,3,supplies,v3_other_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-03314,Resident says: Societal report: Damage has made several homes unsafe and families need urgent evacuation support. by the river. Send the appropriate team.,HIGH,societal,0,0,0,0,18,5,evacuation,v3_societal_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-01631,Please help: Tornado report: A person is unconscious with severe injuries and needs emergency medical help now. at the apartment block. This is the latest update.,CRITICAL,tornado,1,0,0,1,1,4,medical,v3_tornado_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
